Monday Apr 6,W
Wednesday Apr 8,L
Thursday Apr 9,W
Friday Apr 10,W
Saturday Apr 11,W
Sunday Apr 12,L
Monday Apr 13,W
Tuesday Apr 14,W
Wednesday Apr 15,L
Friday Apr 17,W-wo
Saturday Apr 18,L
Sunday Apr 19,L
Monday Apr 20,W
Tuesday Apr 21,W
Wednesday Apr 22,L
Thursday Apr 23,L-wo
Friday Apr 24,W
Saturday Apr 25,L-wo
Sunday Apr 26,L
Monday Apr 27,W-wo
Tuesday Apr 28,L
Wednesday Apr 29,W
Friday May 1,L
Saturday May 2,L
Sunday May 3,L
Monday May 4,L
Tuesday May 5,W
Wednesday May 6,L
Friday May 8,L
Saturday May 9,L
Sunday May 10,W
Monday May 11,W
Tuesday May 12,L
Wednesday May 13,W
Thursday May 14,W
Friday May 15,L-wo
Saturday May 16,W
Sunday May 17,L
Tuesday May 19,W
Wednesday May 20,L
Thursday May 21,L
Friday May 22,L
Saturday May 23,W
Sunday May 24,W
Monday May 25,L
Tuesday May 26,L
Wednesday May 27,L
Thursday May 28,W
Friday May 29,L
Saturday May 30,L
Sunday May 31,L-wo
Tuesday Jun 2,W
Wednesday Jun 3 (1),W
Wednesday Jun 3 (2),L
Thursday Jun 4,L
Friday Jun 5,W
Saturday Jun 6,W
Sunday Jun 7,W
Tuesday Jun 9,L
Wednesday Jun 10,L
Thursday Jun 11,L
Friday Jun 12,L
Saturday Jun 13,L
Sunday Jun 14,L
Monday Jun 15,L
Tuesday Jun 16,W
Wednesday Jun 17,L
Thursday Jun 18,W
Friday Jun 19,W
Saturday Jun 20,L
Sunday Jun 21,W
Tuesday Jun 23,L
Wednesday Jun 24,W
Thursday Jun 25,L
Friday Jun 26,W
Saturday Jun 27,L
Sunday Jun 28,W
Monday Jun 29,W
Tuesday Jun 30,W
Wednesday Jul 1,L
Thursday Jul 2,W
Friday Jul 3,L
Saturday Jul 4,W
Sunday Jul 5,W
Tuesday Jul 7,W
Wednesday Jul 8,W
Friday Jul 10,L
Saturday Jul 11,W
Sunday Jul 12,L
Friday Jul 17,L-wo
Saturday Jul 18,L
Monday Jul 20 (1),L
Monday Jul 20 (2),L
Tuesday Jul 21,L
Wednesday Jul 22,L
Thursday Jul 23,L-wo
Friday Jul 24,W-wo
Saturday Jul 25,L
Sunday Jul 26,W
Monday Jul 27,L
Tuesday Jul 28,L
Wednesday Jul 29,L
Thursday Jul 30,W
Friday Jul 31,W
Saturday Aug 1,W
Sunday Aug 2,L
Tuesday Aug 4,L
Wednesday Aug 5,W
Thursday Aug 6,L
Friday Aug 7,W
Saturday Aug 8,L
Sunday Aug 9,W
Tuesday Aug 11,L-wo
Wednesday Aug 12,L
Friday Aug 14,W
Saturday Aug 15,W
Sunday Aug 16,L
Monday Aug 17,L
Tuesday Aug 18,W
Wednesday Aug 19,W
Thursday Aug 20,W
Friday Aug 21,W
Saturday Aug 22,L
Sunday Aug 23,L
Monday Aug 24,W
Tuesday Aug 25,L
Wednesday Aug 26,W
Friday Aug 28,W
Saturday Aug 29,W
Sunday Aug 30,L
Monday Aug 31,W
Tuesday Sep 1,L
Wednesday Sep 2,L
Friday Sep 4,W
Saturday Sep 5,W
Sunday Sep 6,W
Monday Sep 7,W
Tuesday Sep 8,L
Wednesday Sep 9,W
Friday Sep 11,L
Saturday Sep 12,W
Sunday Sep 13,W
Monday Sep 14,L
Tuesday Sep 15,L-wo
Wednesday Sep 16,W
Friday Sep 18,L
Saturday Sep 19,W
Sunday Sep 20,W
Monday Sep 21,W
Tuesday Sep 22,L
Wednesday Sep 23,L
Thursday Sep 24,L
Friday Sep 25,W
Saturday Sep 26,W
Sunday Sep 27,W
Monday Sep 28,W
Tuesday Sep 29,W
Wednesday Sep 30,W
Thursday Oct 1,L
Friday Oct 2,L
Saturday Oct 3,L
Sunday Oct 4,L